scheme,time_ms,snr_db_mean,snr_db_ci_low,snr_db_ci_high
Conventional IRS,860,13.498368669829414,13.352424789217856,13.644312550440972
Conventional IRS,870,13.657945934972288,13.497822358485347,13.818069511459228
Conventional IRS,880,13.656437241263093,13.499056577123236,13.813817905402951
Conventional IRS,890,14.050047308964132,13.887261278301505,14.212833339626759
Conventional IRS,900,14.192123435684817,14.042644751539422,14.341602119830211
Conventional IRS,910,14.327061493990486,14.172152485915962,14.48197050206501
Conventional IRS,920,14.430072204423784,14.282262683505428,14.57788172534214
Conventional IRS,930,14.463196300930317,14.29633252871476,14.630060073145874
Conventional IRS,940,16.707163402015134,16.552070579894615,16.862256224135653
Conventional IRS,950,16.844825784334496,16.67898378659187,17.01066778207712
Conventional IRS,960,16.751305545879905,16.5965472335159,16.90606385824391
Conventional IRS,970,16.77856593026568,16.609367805997163,16.9477640545342
Conventional IRS,980,16.717166565315708,16.55595137108,16.878381759551417
Conventional IRS,990,16.656549215241764,16.480359277542306,16.832739152941222
Conventional IRS,1000,16.777201623504578,16.610872875976863,16.943530371032292
DRL-based IRS,0,18.494480475617017,18.39207204219351,18.596888909040523
DRL-based IRS,10,18.540514281783388,18.44628443537277,18.634744128194004
DRL-based IRS,20,18.551637365797617,18.455519340065045,18.64775539153019
DRL-based IRS,30,18.54754747937999,18.442926679056114,18.652168279703865
DRL-based IRS,40,18.606222132640088,18.51750750043494,18.694936764845234
DRL-based IRS,50,18.5878091309998,18.487122426108527,18.688495835891075
DRL-based IRS,60,18.6750843934139,18.574368388680554,18.775800398147247
DRL-based IRS,70,18.58722590533654,18.488072748452193,18.686379062220883
DRL-based IRS,80,18.62500732221892,18.530802478471788,18.719212165966052
DRL-based IRS,90,18.674516435643486,18.574161527171114,18.77487134411586
DRL-based IRS,100,18.76527158260126,18.66999560341499,18.860547561787534
DRL-based IRS,110,18.599915908243858,18.49079443278751,18.709037383700206
DRL-based IRS,120,18.711920749597827,18.60657006659547,18.817271432600183
DRL-based IRS,130,18.70380049146688,18.602083011608624,18.805517971325134
DRL-based IRS,140,18.761721331601084,18.668281449682993,18.855161213519175
DRL-based IRS,150,14.34764730443913,14.247820688593437,14.447473920284823
DRL-based IRS,160,14.853351888425628,14.758777431958512,14.947926344892744
DRL-based IRS,170,15.20601901109392,15.114888128412492,15.297149893775348
DRL-based IRS,180,15.54021334106926,15.43525871574883,15.645167966389689
DRL-based IRS,190,15.844183245726017,15.746581350044407,15.941785141407626
DRL-based IRS,200,16.10257507092328,16.008500107632475,16.196650034214084
DRL-based IRS,210,16.39577917281787,16.296231654799602,16.49532669083614
DRL-based IRS,220,16.6852583300248,16.58251353275199,16.788003127297614
DRL-based IRS,230,16.911564531084096,16.81276250893218,17.01036655323601
DRL-based IRS,240,16.998807583892972,16.899937061843357,17.097678105942588
DRL-based IRS,250,17.127083638586644,17.030489465641097,17.22367781153219
DRL-based IRS,260,17.24215518522152,17.140971705864004,17.343338664579036
DRL-based IRS,270,17.38558750589885,17.272896410184163,17.49827860161354
DRL-based IRS,280,17.39732974016717,17.293085674071055,17.501573806263284
DRL-based IRS,290,17.481297069213543,17.38432409277065,17.578270045656435
DRL-based IRS,300,17.58065342623174,17.48242289616597,17.67888395629751
DRL-based IRS,310,17.66475416052046,17.56508226452923,17.764426056511688
DRL-based IRS,320,17.65302479569435,17.547034599140964,17.759014992247735
DRL-based IRS,330,17.74944785760325,17.646171137395093,17.852724577811408
DRL-based IRS,340,18.294587909551375,18.18987461273075,18.399301206371998
DRL-based IRS,350,13.958606403374883,13.863654933013995,14.053557873735771
DRL-based IRS,360,14.43052675506443,14.341867248993195,14.519186261135664
DRL-based IRS,370,14.69505985261836,14.591688138369056,14.798431566867665
DRL-based IRS,380,15.059656677743892,14.958046481148457,15.161266874339326
DRL-based IRS,390,15.403121920859643,15.298736164658047,15.50750767706124
DRL-based IRS,400,15.644942957742414,15.55833324998797,15.731552665496858
DRL-based IRS,410,15.929438898312666,15.820237101329685,16.038640695295648
DRL-based IRS,420,16.271778801109075,16.178553599904497,16.365004002313654
DRL-based IRS,430,16.378473513277726,16.287139542514808,16.469807484040643
DRL-based IRS,440,16.55189250597704,16.43036288166164,16.67342213029244
DRL-based IRS,450,16.76710810172927,16.67391802685182,16.860298176606722
DRL-based IRS,460,17.03227688701459,16.9207697063911,17.14378406763808
DRL-based IRS,470,17.078906802042706,16.970035044940033,17.18777855914538
DRL-based IRS,480,17.319192350838435,17.209877569871846,17.428507131805024
DRL-based IRS,490,17.31053722606064,17.198674564613267,17.42239988750801
DRL-based IRS,500,17.4553792206472,17.35886022853463,17.551898212759767
DRL-based IRS,510,17.598427378199528,17.487036634763875,17.70981812163518
DRL-based IRS,520,17.651895147425044,17.546313504292957,17.75747679055713
DRL-based IRS,530,17.765360006725597,17.652826040225953,17.87789397322524
DRL-based IRS,540,18.407273394583406,18.309714388260804,18.504832400906007
DRL-based IRS,550,13.991314779664311,13.892852190791885,14.089777368536737
DRL-based IRS,560,14.556828889895371,14.44957481818004,14.664082961610703
DRL-based IRS,570,14.919140241810474,14.821198878300443,15.017081605320506
DRL-based IRS,580,15.348538314291684,15.25350803260263,15.443568595980738
DRL-based IRS,590,15.783387321503449,15.68766582212414,15.879108820882758
DRL-based IRS,600,16.06105113629228,15.963226828737149,16.158875443847414
DRL-based IRS,610,16.33509870239954,16.221067231156386,16.449130173642697
DRL-based IRS,620,16.53327306017404,16.4257169038473,16.64082921650078
DRL-based IRS,630,16.75017834437486,16.64619344607052,16.8541632426792
DRL-based IRS,640,17.02905246035386,16.91687751168889,17.14122740901883
DRL-based IRS,650,17.261674957070216,17.17457179960198,17.34877811453845
DRL-based IRS,660,17.36682568754177,17.25990206158569,17.473749313497848
DRL-based IRS,670,17.438867305680205,17.341993667110582,17.535740944249827
DRL-based IRS,680,17.632189143772592,17.533724552859777,17.730653734685408
DRL-based IRS,690,17.834596536294406,17.736101465173903,17.93309160741491
DRL-based IRS,700,17.912890911986807,17.805147030501026,18.02063479347259
DRL-based IRS,710,18.03141514275087,17.924437185556226,18.138393099945514
DRL-based IRS,720,18.10431206783538,18.009020511035136,18.199603624635625
DRL-based IRS,730,18.10304353381675,17.993864589941957,18.21222247769154
DRL-based IRS,740,18.710484332321325,18.601453414859698,18.819515249782953
DRL-based IRS,750,14.294994289270521,14.187345015886253,14.40264356265479
DRL-based IRS,760,14.78662412030878,14.682504314704781,14.890743925912778
DRL-based IRS,770,15.143604614592487,15.053519260946093,15.233689968238881
DRL-based IRS,780,15.458885706101416,15.35662603829733,15.561145373905502
DRL-based IRS,790,15.797142757924998,15.69999567028053,15.894289845569467
DRL-based IRS,800,16.07317986094953,15.964815259660192,16.181544462238868
DRL-based IRS,810,16.363226843563407,16.25814935495732,16.46830433216949
DRL-based IRS,820,16.538759813048515,16.4214831234678,16.656036502629227
DRL-based IRS,830,16.690626941359223,16.58453904660752,16.796714836110926
DRL-based IRS,840,16.868952501136853,16.772393490078056,16.96551151219565
DRL-based IRS,850,17.075065707143196,16.971991476449528,17.178139937836864
DRL-based IRS,860,17.199428462100503,17.091063370152344,17.30779355404866
DRL-based IRS,870,17.305297300444735,17.21508415474649,17.395510446142982
DRL-based IRS,880,17.371432969516,17.268678042419808,17.474187896612193
DRL-based IRS,890,17.422886753856083,17.31994031948293,17.525833188229235
DRL-based IRS,900,17.517626639519207,17.420038140632467,17.615215138405947
DRL-based IRS,910,17.572558726771007,17.46822508014176,17.676892373400253
DRL-based IRS,920,17.622349828578596,17.544356871316282,17.70034278584091
DRL-based IRS,930,17.704224837800396,17.606787588030556,17.801662087570236
DRL-based IRS,940,18.215958772900688,18.127007971166744,18.30490957463463
DRL-based IRS,950,18.235945277808497,18.144308608505074,18.32758194711192
DRL-based IRS,960,18.246960103619266,18.14067481798636,18.353245389252173
DRL-based IRS,970,18.271782472540213,18.16837240634649,18.375192538733938
DRL-based IRS,980,18.19786945498231,18.08798567651825,18.30775323344637
DRL-based IRS,990,18.27852608113628,18.178206158977105,18.378846003295457
DRL-based IRS,1000,18.28687703032624,18.184674213779854,18.38907984687263
Standalone LLM-IRS,0,18.971697546347485,18.8848818731381,19.058513219556872
Standalone LLM-IRS,10,19.09156688892483,19.008639187253884,19.174494590595778
Standalone LLM-IRS,20,19.094037731636224,18.99587666498008,19.192198798292367
Standalone LLM-IRS,30,19.098260258403876,19.002457398501313,19.19406311830644
Standalone LLM-IRS,40,19.1062203105839,19.02156128571327,19.190879335454532
Standalone LLM-IRS,50,19.143156986362957,19.05299871692397,19.233315255801944
Standalone LLM-IRS,60,19.143477236269298,19.048072023563126,19.23888244897547
Standalone LLM-IRS,70,19.211000195864674,19.108097284572562,19.313903107156786
Standalone LLM-IRS,80,19.212811061409617,19.12017939621928,19.305442726599953
Standalone LLM-IRS,90,19.196770698576916,19.10400675097327,19.289534646180563
Standalone LLM-IRS,100,19.16707681845088,19.07485423546215,19.25929940143961
Standalone LLM-IRS,110,19.32280608871285,19.240137698344704,19.405474479080993
Standalone LLM-IRS,120,19.305470900465956,19.218841827152144,19.392099973779768
Standalone LLM-IRS,130,19.243771830127898,19.155126396497423,19.332417263758373
Standalone LLM-IRS,140,19.268772537874682,19.1780036798525,19.359541395896862
Standalone LLM-IRS,150,15.587756310426155,15.511511600332396,15.664001020519914
Standalone LLM-IRS,160,16.03793875845388,15.948770987911736,16.127106528996023
Standalone LLM-IRS,170,16.429698855342743,16.346402023668286,16.5129956870172
Standalone LLM-IRS,180,16.79560006678244,16.693915096606574,16.89728503695831
Standalone LLM-IRS,190,17.11927934524032,17.018417744916363,17.220140945564275
Standalone LLM-IRS,200,17.36541498544727,17.279690951537628,17.451139019356912
Standalone LLM-IRS,210,17.62098852366099,17.534356969331828,17.707620077990153
Standalone LLM-IRS,220,17.84939297804136,17.75218120249071,17.946604753592013
Standalone LLM-IRS,230,17.86459640604149,17.7672232270312,17.96196958505178
Standalone LLM-IRS,240,18.15466099062907,18.073699105024893,18.235622876233244
Standalone LLM-IRS,250,18.179829922488135,18.089894527433007,18.269765317543264
Standalone LLM-IRS,260,18.303171717796957,18.21641037984374,18.389933055750173
Standalone LLM-IRS,270,18.360236793393526,18.267279648104136,18.453193938682915
Standalone LLM-IRS,280,18.482387977741155,18.39072310399055,18.57405285149176
Standalone LLM-IRS,290,18.51366357430244,18.41083329994845,18.616493848656432
Standalone LLM-IRS,300,18.507490781805963,18.415553711633184,18.599427851978742
Standalone LLM-IRS,310,18.576366470306713,18.48530603519604,18.667426905417386
Standalone LLM-IRS,320,18.608313152937587,18.51501484417117,18.701611461704005
Standalone LLM-IRS,330,18.594372769862446,18.501327374014405,18.687418165710486
Standalone LLM-IRS,340,18.81712325048991,18.730671958411005,18.903574542568816
Standalone LLM-IRS,350,15.141434548135715,15.04259029487129,15.24027880140014
Standalone LLM-IRS,360,15.591431557997685,15.499829228890354,15.683033887105017
Standalone LLM-IRS,370,16.04385768065944,15.954520543728265,16.133194817590613
Standalone LLM-IRS,380,16.361681359596766,16.280836984219835,16.442525734973696
Standalone LLM-IRS,390,16.620534091136907,16.531723869764306,16.709344312509508
Standalone LLM-IRS,400,17.008762182714122,16.915810447719913,17.10171391770833
Standalone LLM-IRS,410,17.21215779889561,17.125058452761674,17.299257145029546
Standalone LLM-IRS,420,17.42927336659107,17.347882298591802,17.510664434590336
Standalone LLM-IRS,430,17.541642269425076,17.46228964649887,17.62099489235128
Standalone LLM-IRS,440,17.768379063476445,17.670495198366314,17.866262928586575
Standalone LLM-IRS,450,17.896291954808692,17.807761378167864,17.98482253144952
Standalone LLM-IRS,460,18.039099520389986,17.945980278181644,18.132218762598328
Standalone LLM-IRS,470,18.16712794104555,18.070938353223156,18.263317528867944
Standalone LLM-IRS,480,18.2023918159504,18.116008883954866,18.288774747945933
Standalone LLM-IRS,490,18.341600177307047,18.258508648480596,18.424691706133498
Standalone LLM-IRS,500,18.42569175698139,18.340723208172527,18.510660305790253
Standalone LLM-IRS,510,18.454037840195426,18.361343604778973,18.546732075611878
Standalone LLM-IRS,520,18.56213983332598,18.479970447090675,18.644309219561283
Standalone LLM-IRS,530,18.591024060478457,18.495877122626098,18.686170998330816
Standalone LLM-IRS,540,19.002071257560676,18.914065817175956,19.090076697945396
Standalone LLM-IRS,550,15.290990108453265,15.19855733069049,15.38342288621604
Standalone LLM-IRS,560,15.774499150998771,15.683832549710603,15.86516575228694
Standalone LLM-IRS,570,16.2149234118903,16.130407625278682,16.29943919850192
Standalone LLM-IRS,580,16.64684625342764,16.55243689453635,16.74125561231893
Standalone LLM-IRS,590,16.96530074576246,16.87933639614544,17.051265095379478
Standalone LLM-IRS,600,17.330882076793397,17.243717237963725,17.41804691562307
Standalone LLM-IRS,610,17.605832365673958,17.52026387332869,17.691400858019225
Standalone LLM-IRS,620,17.836501825854665,17.75772834298778,17.91527530872155
Standalone LLM-IRS,630,18.03706852101323,17.95608278036675,18.118054261659708
Standalone LLM-IRS,640,18.19069529386307,18.095274399243944,18.286116188482193
Standalone LLM-IRS,650,18.321902942895516,18.229618160555475,18.414187725235557
Standalone LLM-IRS,660,18.441587686987134,18.34755707940528,18.535618294568987
Standalone LLM-IRS,670,18.56292048207178,18.469300147765743,18.65654081637782
Standalone LLM-IRS,680,18.66145478232538,18.57813850661484,18.744771058035916
Standalone LLM-IRS,690,18.74793460892557,18.667794486167836,18.8280747316833
Standalone LLM-IRS,700,18.812333633161956,18.72839514974715,18.89627211657676
Standalone LLM-IRS,710,18.914693646987892,18.83236477250465,18.997022521471134
Standalone LLM-IRS,720,18.893791196889932,18.80574937895354,18.981833014826325
Standalone LLM-IRS,730,18.99837672879671,18.915654169521567,19.081099288071854
Standalone LLM-IRS,740,19.216210313322936,19.14171749772137,19.290703128924502
Standalone LLM-IRS,750,15.535576892945258,15.444807533706514,15.626346252184002
Standalone LLM-IRS,760,15.972778653745774,15.888024212939843,16.057533094551705
Standalone LLM-IRS,770,16.44510397588218,16.3699438723466,16.52026407941776
Standalone LLM-IRS,780,16.81039692880985,16.721742347201072,16.89905151041863
Standalone LLM-IRS,790,17.081337451578676,16.98177649010438,17.180898413052972
Standalone LLM-IRS,800,17.35645552021248,17.25340085259503,17.459510187829935
Standalone LLM-IRS,810,17.481126949182887,17.4034485998838,17.558805298481975
Standalone LLM-IRS,820,17.70530684005041,17.613030533127453,17.79758314697337
Standalone LLM-IRS,830,17.915135395992028,17.80886824674481,18.021402545239244
Standalone LLM-IRS,840,18.015063039341314,17.926882634866615,18.103243443816012
Standalone LLM-IRS,850,18.16826971163594,18.085611739445927,18.250927683825953
Standalone LLM-IRS,860,18.243086904221382,18.17087598329874,18.315297825144025
Standalone LLM-IRS,870,18.271139166076065,18.17687319278868,18.36540513936345
Standalone LLM-IRS,880,18.43120946192912,18.349245202814814,18.51317372104343
Standalone LLM-IRS,890,18.38260895089398,18.286884878481143,18.47833302330682
Standalone LLM-IRS,900,18.40480006989691,18.311690693235988,18.497909446557834
Standalone LLM-IRS,910,18.526068813049747,18.434035791806725,18.61810183429277
Standalone LLM-IRS,920,18.595684933842982,18.50213999467709,18.689229873008873
Standalone LLM-IRS,930,18.577780547705927,18.494612113310712,18.660948982101143
Standalone LLM-IRS,940,18.77142800921723,18.6888113892765,18.854044629157965
Standalone LLM-IRS,950,18.815830105041396,18.7214808456009,18.91017936448189
Standalone LLM-IRS,960,18.8001998036353,18.709728932896752,18.89067067437385
Standalone LLM-IRS,970,18.76382065174564,18.676387182626932,18.851254120864347
Standalone LLM-IRS,980,18.761856507583946,18.665000466994723,18.85871254817317
Standalone LLM-IRS,990,18.771454482521968,18.684994931458462,18.857914033585473
Standalone LLM-IRS,1000,18.769221692896725,18.678071677962258,18.86037170783119
LAMI,0,20.094577056875696,20.03534161525612,20.153812498495274
LAMI,10,20.14144948197793,20.07816424404331,20.204734719912548
LAMI,20,20.149811661910398,20.093634728613736,20.20598859520706
LAMI,30,20.192725830486733,20.13281649456125,20.252635166412215
LAMI,40,20.222271097095547,20.159668619275422,20.28487357491567
LAMI,50,20.220490872489098,20.160377032867494,20.2806047121107
LAMI,60,20.257675492518334,20.197018949668422,20.318332035368247
LAMI,70,20.24509772521477,20.18731064611507,20.30288480431447
LAMI,80,20.266615811997838,20.202049898163352,20.331181725832323
LAMI,90,20.304277628943037,20.241527852595365,20.36702740529071
LAMI,100,20.343818511554353,20.277103650868828,20.41053337223988
LAMI,110,20.339160247379347,20.2793812782308,20.398939216527893
LAMI,120,20.31794982467319,20.25788181110792,20.378017838238456
LAMI,130,20.34730553536718,20.28744863788955,20.40716243284481
LAMI,140,20.354337353093964,20.292598143932928,20.416076562255
LAMI,150,18.061935743352375,18.007150743887802,18.11672074281695
LAMI,160,18.624474615124683,18.566390322732016,18.68255890751735
LAMI,170,19.035768407650522,18.972045067410374,19.09949174789067
LAMI,180,19.35697646691903,19.302062790950945,19.411890142887113
LAMI,190,19.611162690052694,19.55256088991159,19.6697644901938
LAMI,200,19.762883127134177,19.699074130053216,19.82669212421514
LAMI,210,19.83890129664859,19.783113606311964,19.894688986985216
LAMI,220,19.98506178248939,19.919456233286155,20.050667331692622
LAMI,230,20.01272869245246,19.95317533138535,20.07228205351957
LAMI,240,20.016875619427008,19.955297836247873,20.078453402606144
LAMI,250,20.043260659752853,19.98272604686084,20.103795272644867
LAMI,260,20.083741459040684,20.011830086269878,20.15565283181149
LAMI,270,20.077702644829,20.01448161430095,20.140923675357048
LAMI,280,20.02853044130267,19.965186688756347,20.091874193848994
LAMI,290,20.02672523331626,19.968250158815362,20.085200307817157
LAMI,300,20.010048260801216,19.954060870332714,20.06603565126972
LAMI,310,20.007739303346156,19.948095803829666,20.067382802862646
LAMI,320,20.002420919412536,19.94072615147784,20.064115687347233
LAMI,330,19.966600183279397,19.907579309376825,20.02562105718197
LAMI,340,19.957331345942176,19.898738755849088,20.015923936035264
LAMI,350,17.60708054475417,17.547810599957945,17.666350489550393
LAMI,360,18.16623016049468,18.103915343038846,18.228544977950516
LAMI,370,18.6286020529841,18.57113120974282,18.68607289622538
LAMI,380,18.911952805442212,18.848110360090974,18.97579525079345
LAMI,390,19.144713250635533,19.085281126956964,19.204145374314102
LAMI,400,19.29396909293514,19.230875750778523,19.357062435091756
LAMI,410,19.430867485358327,19.36173688793728,19.499998082779374
LAMI,420,19.548998999711255,19.492458218501408,19.605539780921102
LAMI,430,19.631638839423037,19.57295513128348,19.690322547562594
LAMI,440,19.687107021611848,19.627471736022102,19.746742307201593
LAMI,450,19.75518300763237,19.698031387230518,19.81233462803422
LAMI,460,19.769553087054494,19.707348933384413,19.831757240724574
LAMI,470,19.817434331147318,19.75677210518027,19.878096557114365
LAMI,480,19.88649672763025,19.825852053446255,19.947141401814243
LAMI,490,19.873594818017143,19.811032585830493,19.936157050203793
LAMI,500,19.91548058343806,19.855857040770346,19.975104126105776
LAMI,510,19.957092946555733,19.900360590372962,20.013825302738503
LAMI,520,19.966540688988356,19.906721091776788,20.026360286199925
LAMI,530,19.993477574960835,19.93098677802045,20.05596837190122
LAMI,540,20.046931891490214,19.984644070738756,20.10921971224167
LAMI,550,17.76298993122097,17.699059271824492,17.82692059061745
LAMI,560,18.347000130451438,18.283583897311097,18.41041636359178
LAMI,570,18.817314337142882,18.76105604029369,18.873572633992076
LAMI,580,19.160698736958402,19.09520854837031,19.226188925546495
LAMI,590,19.461156016028962,19.39585647712964,19.526455554928283
LAMI,600,19.687448039228876,19.633231753791303,19.74166432466645
LAMI,610,19.796136742941624,19.738045551729748,19.8542279341535
LAMI,620,19.92975359047018,19.86571053154327,19.99379664939709
LAMI,630,20.019471881577555,19.961839232397065,20.077104530758046
LAMI,640,20.16100955621509,20.094467585868294,20.22755152656189
LAMI,650,20.190127800747995,20.1240586492106,20.25619695228539
LAMI,660,20.2377793459512,20.17751347523013,20.29804521667227
LAMI,670,20.27569410090969,20.21539040316466,20.33599779865472
LAMI,680,20.282077960184978,20.22341532614027,20.340740594229686
LAMI,690,20.305783283314035,20.237229249548854,20.374337317079217
LAMI,700,20.324048075495384,20.258312352937054,20.389783798053713
LAMI,710,20.29321554547917,20.228912274111327,20.357518816847016
LAMI,720,20.32899206732619,20.26417453088258,20.3938096037698
LAMI,730,20.342198279667397,20.280478624590042,20.40391793474475
LAMI,740,20.332710154793624,20.26916995512976,20.396250354457486
LAMI,750,18.03279072318566,17.975842447177516,18.089738999193802
LAMI,760,18.55005002758875,18.494231813236933,18.605868241940566
LAMI,770,18.979033967477353,18.920899505057115,19.03716842989759
LAMI,780,19.27946888907109,19.211877139390445,19.347060638751735
LAMI,790,19.475757205697736,19.414611482865496,19.536902928529976
LAMI,800,19.690299013312057,19.624424598389982,19.75617342823413
LAMI,810,19.823908688739238,19.762279876898937,19.885537500579538
LAMI,820,19.889753614438597,19.830316424440287,19.949190804436906
LAMI,830,19.913346342224166,19.852382179567034,19.9743105048813
LAMI,840,19.938729307000752,19.876224853466102,20.001233760535403
LAMI,850,19.978360396291883,19.909985902776004,20.046734889807762
LAMI,860,19.970211717007384,19.911834060441215,20.028589373573553
LAMI,870,19.986608416888654,19.92155048729957,20.051666346477738
LAMI,880,19.96472271078138,19.89494492027841,20.034500501284352
LAMI,890,19.95065654813259,19.884079505351433,20.017233590913744
LAMI,900,19.915766296118928,19.850930544739548,19.98060204749831
LAMI,910,19.931960438875148,19.8707143030673,19.993206574682997
LAMI,920,19.86115487613529,19.801981117429037,19.920328634841546
LAMI,930,19.89624163477734,19.833465676250228,19.959017593304452
LAMI,940,19.849419275488458,19.7829736889796,19.915864861997317
LAMI,950,19.833698488294704,19.771532995472803,19.895863981116605
LAMI,960,19.867140541532063,19.800716353967864,19.93356472909626
LAMI,970,19.910094220321863,19.844329211626707,19.97585922901702
LAMI,980,19.859984611720275,19.796514644501286,19.923454578939264
LAMI,990,19.896782644840876,19.827058333551633,19.966506956130118
